iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,total_vaccinations_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
USA,North America,United States,2020/3/31,192177,26316,19354.143,5278,1091,610.571,580.591,79.504,58.471,15.945,3.296,1.845,1.89,3487,10.535,18155,54.849,,,,,139906,1504341,4.545,0.423,123242,0.372,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/4/1,218060,25883,21326.714,6535,1257,743.571,658.786,78.196,64.431,19.743,3.798,2.246,1.8,3937,11.894,20906,63.16,,,,,150989,1655330,5.001,0.456,128708,0.389,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/4/2,248447,30387,23119.143,8031,1496,898.429,750.589,91.803,69.846,24.263,4.52,2.714,1.73,4513,13.634,22997,69.477,,,,,160084,1815414,5.485,0.484,133339,0.403,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/4/3,280417,31970,25017.714,9436,1405,1024.714,847.174,96.585,75.582,28.507,4.245,3.096,1.65,4928,14.888,25777,77.876,,,,,167093,1982507,5.989,0.505,138129,0.417,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/4/4,313432,33015,26933.143,10982,1546,1154.857,946.917,99.742,81.368,33.178,4.671,3.489,1.57,5500,16.616,30268,91.443,,,,,146365,2128872,6.432,0.442,141887,0.429,0.221,4.5,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/4/5,341629,28197,28264.286,12562,1580,1296,1032.104,85.187,85.39,37.951,4.773,3.915,1.48,5811,17.556,32180,97.22,453,1.369,28354,85.661,138383,2267255,6.85,0.418,146143,0.442,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/4/6,371802,30173,29420.143,14318,1756,1447.286,1123.26,91.156,88.882,43.256,5.305,4.372,1.41,7079,21.387,36159,109.241,,,,,139682,2406937,7.272,0.422,148929,0.45,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/4/7,403212,31410,30147.857,16895,2577,1659.571,1218.153,94.894,91.08,51.042,7.785,5.014,1.36,9978,30.145,43849,132.473,,,,,177242,2584179,7.807,0.535,154263,0.466,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/4/8,435407,32195,31049.571,19037,2142,1786,1315.418,97.265,93.805,57.513,6.471,5.396,1.31,10337,31.229,45515,137.506,,,,,165379,2749558,8.307,0.5,156318,0.472,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/4/9,469989,34582,31648.857,21244,2207,1887.571,1419.895,104.477,95.615,64.181,6.668,5.703,1.26,12450,37.613,51313,155.023,,,,,171075,2920633,8.824,0.517,157888,0.477,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/4/10,503474,33485,31865.286,23461,2217,2003.571,1521.057,101.162,96.269,70.879,6.698,6.053,1.21,12693,38.347,53167,160.624,,,,,175791,3096424,9.355,0.531,159131,0.481,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/4/11,532782,29308,31335.714,25597,2136,2087.857,1609.6,88.543,94.669,77.332,6.453,6.308,1.16,13285,40.136,55557,167.845,,,,,212589,3309013,9.997,0.642,168592,0.509,0.217,4.6,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/4/12,559709,26927,31154.286,27415,1818,2121.857,1690.95,81.35,94.121,82.824,5.492,6.41,1.11,13620,41.148,55449,167.518,840,2.538,26079,78.788,111563,3420576,10.334,0.337,164760,0.498,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/4/13,585518,25809,30530.857,29372,1957,2150.571,1768.922,77.972,92.238,88.736,5.912,6.497,1.09,13620,41.148,56237,169.899,,,,,113092,3533668,10.676,0.342,160962,0.486,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/4/14,614082,28564,30124.286,31819,2447,2132,1855.218,86.295,91.009,96.129,7.393,6.441,1.08,14039,42.414,59600,180.059,,,,,160913,3694581,11.162,0.486,158629,0.479,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/4/15,644247,30165,29834.286,34415,2596,2196.857,1946.35,91.132,90.133,103.972,7.843,6.637,1.07,14646,44.247,59924,181.038,,,,,171198,3865779,11.679,0.517,159460,0.482,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/4/16,675648,31401,29379.857,36576,2161,2190.286,2041.216,94.866,88.76,110.501,6.529,6.617,1.06,15130,45.71,59498,179.751,,,,,181968,4047747,12.229,0.55,161016,0.486,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/4/17,708317,32669,29263.286,38662,2086,2171.571,2139.913,98.697,88.408,116.803,6.302,6.561,1.05,14890,44.985,58886,177.902,,,,,196293,4244040,12.822,0.593,163945,0.495,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/4/18,736244,27927,29066,40636,1974,2148.429,2224.284,84.371,87.812,122.766,5.964,6.491,1.03,14769,44.619,57788,174.585,,,,,165833,4409873,13.323,0.501,157266,0.475,0.191,5.2,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/4/19,761933,25689,28889.143,42572,1936,2165.286,2301.894,77.61,87.278,128.615,5.849,6.542,1.01,14385,43.459,56497,170.684,696,2.103,23306,70.41,136667,4546540,13.736,0.413,160852,0.486,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/4/20,790353,28420,29262.143,44769,2197,2199.571,2387.754,85.86,88.405,135.253,6.637,6.645,1.01,14463,43.695,56734,171.4,,,,,157887,4704427,14.213,0.477,167251,0.505,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/4/21,816413,26060,28904.429,47308,2539,2212.714,2466.485,78.73,87.324,142.923,7.671,6.685,1.01,14941,45.139,59773,180.582,,,,,227785,4932212,14.901,0.688,176804,0.534,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/4/22,845727,29314,28782.857,49735,2427,2188.571,2555.046,88.561,86.957,150.256,7.332,6.612,1.02,15013,45.356,59212,178.887,,,,,233157,5165369,15.605,0.704,185656,0.561,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/4/23,878911,33184,29037.571,52189,2454,2230.429,2655.299,100.253,87.726,157.669,7.414,6.738,1.03,14744,44.543,59216,178.899,,,,,229964,5395333,16.3,0.695,192512,0.582,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/4/24,912662,33751,29192.143,54351,2162,2241.286,2757.265,101.966,88.193,164.201,6.532,6.771,1.02,14605,44.124,57324,173.183,,,,,264853,5660186,17.1,0.8,202307,0.611,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/4/25,944234,31572,29712.857,56056,1705,2202.857,2852.648,95.383,89.766,169.352,5.151,6.655,1,14415,43.55,57343,173.24,,,,,217484,5877670,17.757,0.657,209685,0.633,0.157,6.4,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/4/26,971078,26844,29877.857,57400,1344,2118.286,2933.747,81.099,90.265,173.413,4.06,6.4,0.98,14104,42.61,56149,169.633,426,1.287,17854,53.939,170805,6048475,18.273,0.516,214562,0.648,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/4/27,994265,23187,29130.286,58862,1462,2013.286,3003.798,70.051,88.006,177.829,4.417,6.082,0.96,13812,41.728,56183,169.736,,,,,224963,6273438,18.953,0.68,224144,0.677,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/4/28,1018926,24661,28930.429,61086,2224,1968.286,3078.302,74.504,87.402,184.548,6.719,5.946,0.96,13562,40.972,56034,169.286,,,,,268307,6541745,19.763,0.811,229933,0.695,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/4/29,1046737,27811,28715.714,63605,2519,1981.429,3162.322,84.02,86.754,192.159,7.61,5.986,0.97,13535,40.891,55987,169.144,,,,,295024,6836769,20.655,0.891,238771,0.721,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/4/30,1076224,29487,28187.571,66016,2411,1975.286,3251.406,89.084,85.158,199.443,7.284,5.968,0.98,13255,40.045,54921,165.923,,,,,320134,7156903,21.622,0.967,251653,0.76,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/5/1,1110464,34240,28257.429,67899,1883,1935.429,3354.849,103.443,85.369,205.131,5.689,5.847,0.98,12845,38.806,54862,165.745,,,,,333999,7490902,22.631,1.009,261531,0.79,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/5/2,1138228,27764,27713.429,69591,1692,1933.571,3438.728,83.878,83.726,210.243,5.112,5.842,0.96,12905,38.988,54009,163.168,,,,,266151,7757053,23.435,0.804,268483,0.811,0.128,7.8,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/5/3,1162685,24457,27372.429,70708,1117,1901.143,3512.615,73.888,82.695,213.618,3.375,5.744,0.94,12720,38.429,52619,158.969,1931,5.834,23304,70.404,215641,7972694,24.086,0.651,274888,0.83,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/5/4,1186067,23382,27400.286,72031,1323,1881.286,3583.255,70.64,82.78,217.615,3.997,5.684,0.93,12696,38.356,52377,158.237,,,,,248774,8221468,24.838,0.752,278290,0.841,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/5/5,1210577,24510,27378.714,74316,2285,1890,3657.303,74.048,82.714,224.518,6.903,5.71,0.93,12628,38.151,53176,160.651,,,,,317262,8538730,25.797,0.958,285284,0.862,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/5/6,1235666,25089,26989.857,76665,2349,1865.714,3733.1,75.797,81.54,231.614,7.097,5.637,0.93,12478,37.698,52581,158.854,,,,,356752,8895482,26.874,1.078,294102,0.889,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/5/7,1263402,27736,26739.714,78587,1922,1795.857,3816.894,83.794,80.784,237.421,5.807,5.426,0.93,12136,36.664,51425,155.361,,,,,362052,9257534,27.968,1.094,300090,0.907,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/5/8,1290151,26749,25669.571,80332,1745,1776.143,3897.706,80.812,77.551,242.693,5.272,5.366,0.92,11780,35.589,49758,150.325,,,,,399991,9657525,29.177,1.208,309518,0.935,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/5/9,1315099,24948,25267.286,81867,1535,1753.714,3973.077,75.371,76.336,247.33,4.637,5.298,0.91,11496,34.731,48561,146.709,,,,,332255,9989780,30.18,1.004,318961,0.964,0.098,10.2,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/5/10,1333970,18871,24469.286,82778,911,1724.286,4030.089,57.012,73.925,250.083,2.752,5.209,0.9,11393,34.42,46760,141.268,1943,5.87,19000,57.401,246465,10236245,30.925,0.745,323364,0.977,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/5/11,1353397,19427,23904.286,83776,998,1677.857,4088.78,58.691,72.218,253.098,3.015,5.069,0.9,11148,33.679,46550,140.633,,,,,316298,10552543,31.881,0.956,333011,1.006,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/5/12,1376122,22725,23649.286,85392,1616,1582.286,4157.435,68.655,71.447,257.98,4.882,4.78,0.91,11240,33.957,47344,143.032,,,,,417118,10969661,33.141,1.26,347276,1.049,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/5/13,1397085,20963,23059.857,87133,1741,1495.429,4220.767,63.332,69.667,263.24,5.26,4.518,0.93,10990,33.202,46918,141.745,,,,,447917,11417578,34.494,1.353,360299,1.089,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/5/14,1424243,27158,22977.286,88915,1782,1475.429,4302.815,82.048,69.417,268.623,5.384,4.457,0.95,10655,32.19,45924,138.742,,,,,449270,11866848,35.851,1.357,372759,1.126,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/5/15,1449498,25255,22763.857,90584,1669,1464.571,4379.113,76.298,68.772,273.665,5.042,4.425,0.95,10484,31.673,44551,134.594,,,,,445474,12312322,37.197,1.346,379257,1.146,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/5/16,1473514,24016,22630.714,91855,1271,1426.857,4451.668,72.555,68.37,277.505,3.84,4.311,0.94,10278,31.051,43507,131.44,,,,,362916,12675238,38.293,1.096,383637,1.159,0.076,13.2,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/5/17,1491829,18315,22551.286,92617,762,1405.571,4507,55.332,68.13,279.807,2.302,4.246,0.93,9934,30.012,42022,126.954,558,1.686,12046,36.392,303856,12979094,39.211,0.918,391836,1.184,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/5/18,1513816,21987,22917,93794,1177,1431.143,4573.426,66.425,69.235,283.363,3.556,4.324,0.94,9754,29.468,41921,126.649,,,,,349467,13328561,40.267,1.056,396574,1.198,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/5/19,1534871,21055,22678.429,95291,1497,1414.143,4637.035,63.61,68.514,287.886,4.523,4.272,0.94,9598,28.997,42023,126.957,,,,,429810,13758371,41.566,1.299,398387,1.204,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/5/20,1557933,23062,22978.286,96807,1516,1382,4706.709,69.673,69.42,292.466,4.58,4.175,0.96,9521,28.764,41871,126.497,,,,,459916,14218287,42.955,1.389,400101,1.209,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/5/21,1583798,25865,22793.571,98013,1206,1299.714,4784.85,78.141,68.862,296.109,3.643,3.927,0.96,9090,27.462,41347,124.914,,,,,459520,14677807,44.343,1.388,401566,1.213,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/5/22,1607109,23311,22515.857,99256,1243,1238.857,4855.275,70.425,68.023,299.865,3.755,3.743,0.95,9049,27.338,40014,120.887,,,,,488735,15166542,45.82,1.477,407746,1.232,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/5/23,1628212,21103,22099.714,100399,1143,1220.571,4919.03,63.755,66.766,303.318,3.453,3.687,0.94,8733,26.383,38581,116.558,,,,,387743,15554285,46.991,1.171,411292,1.243,0.064,15.6,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/5/24,1648158,19946,22332.714,101016,617,1199.857,4979.289,60.259,67.47,305.182,1.864,3.625,0.93,8485,25.634,37757,114.069,798,2.411,15343,46.353,344198,15898483,48.031,1.04,417056,1.26,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/5/25,1666505,18347,21812.714,101572,556,1111.143,5034.718,55.429,65.899,306.862,1.68,3.357,0.93,8467,25.58,37711,113.93,,,,,335431,16233914,49.045,1.013,415050,1.254,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/5/26,1685956,19451,21583.571,102233,661,991.714,5093.482,58.764,65.207,308.859,1.997,2.996,0.93,8585,25.936,37775,114.123,,,,,458487,16692401,50.43,1.385,419147,1.266,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/5/27,1704489,18533,20936.571,103731,1498,989.143,5149.472,55.99,63.252,313.384,4.526,2.988,0.95,8547,25.822,38297,115.7,,,,,554870,17247271,52.106,1.676,432712,1.307,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/5/28,1727357,22868,20508.429,104908,1177,985,5218.559,69.087,61.959,316.94,3.556,2.976,0.97,8389,25.344,38003,114.812,,,,,537244,17784515,53.729,1.623,443815,1.341,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/5/29,1751612,24255,20643.286,106071,1163,973.571,5291.837,73.277,62.366,320.454,3.514,2.941,0.98,8174,24.695,36948,111.624,,,,,540458,18324973,55.362,1.633,451204,1.363,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/5/30,1775428,23816,21030.857,107022,951,946.143,5363.788,71.951,63.537,323.327,2.873,2.858,0.98,7956,24.036,35735,107.96,,,,,456147,18781120,56.74,1.378,460976,1.393,0.057,17.5,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/5/31,1794465,19037,20901,107719,697,957.571,5421.301,57.513,63.145,325.432,2.106,2.893,0.96,7626,23.039,34911,105.47,644,1.946,25233,76.232,374443,19155563,57.871,1.131,465297,1.406,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/6/1,1811655,17190,20735.714,108500,781,989.714,5473.234,51.933,62.645,327.792,2.359,2.99,0.96,7591,22.933,34316,103.673,,,,,439468,19595031,59.199,1.328,480160,1.451,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/6/2,1833141,21486,21026.429,109539,1039,1043.714,5538.146,64.912,63.523,330.931,3.139,3.153,0.97,7407,22.377,33950,102.567,,,,,525465,20120496,60.787,1.587,489728,1.48,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/6/3,1853068,19927,21225.571,110532,993,971.571,5598.348,60.202,64.125,333.931,3,2.935,0.98,7227,21.834,33237,100.413,,,,,589693,20710189,62.568,1.782,494703,1.495,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/6/4,1874451,21383,21013.429,111546,1014,948.286,5662.949,64.601,63.484,336.994,3.063,2.865,0.99,7057,21.32,32814,99.135,,,,,622765,21332954,64.449,1.881,506920,1.531,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/6/5,1899995,25544,21197.571,112438,892,909.571,5740.12,77.172,64.04,339.689,2.695,2.748,1,6920,20.906,32499,98.184,,,,,577727,21910681,66.195,1.745,512244,1.548,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/6/6,1921235,21240,20829.571,113138,700,873.714,5804.289,64.169,62.929,341.804,2.115,2.64,0.99,6762,20.429,31994,96.658,,,,,469867,22380548,67.614,1.42,514204,1.553,0.055,18.2,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/6/7,1938921,17686,20636.571,113588,450,838.429,5857.721,53.432,62.346,343.163,1.36,2.533,0.98,6501,19.64,31490,95.135,512,1.547,7040,21.269,408504,22789052,68.849,1.234,519070,1.568,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/6/8,1956401,17480,20678,114093,505,799,5910.53,52.809,62.471,344.689,1.526,2.414,0.98,6402,19.341,31121,94.02,,,,,451609,23240661,70.213,1.364,520804,1.573,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/6/9,1974701,18300,20222.857,115012,919,781.857,5965.816,55.287,61.096,347.465,2.776,2.362,1,6457,19.507,31187,94.22,,,,,563883,23804544,71.916,1.704,526293,1.59,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/6/10,1995914,21213,20406.571,115911,899,768.429,6029.903,64.087,61.651,350.181,2.716,2.322,1.03,6249,18.879,30952,93.51,,,,,630692,24435236,73.822,1.905,532150,1.608,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/6/11,2018815,22901,20623.429,116761,850,745,6099.09,69.187,62.306,352.749,2.568,2.251,1.05,6074,18.35,29844,90.162,,,,,612971,25048207,75.674,1.852,530750,1.603,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/6/12,2043703,24888,20529.714,117579,818,734.429,6174.28,75.19,62.023,355.221,2.471,2.219,1.07,6017,18.178,29309,88.546,,,,,618793,25667000,77.543,1.869,536617,1.621,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/6/13,2068887,25184,21093.143,118348,769,744.286,6250.364,76.084,63.725,357.544,2.323,2.249,1.08,5883,17.773,28578,86.338,,,,,533907,26200907,79.156,1.613,545766,1.649,0.061,16.4,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
